GMStdSpeedTimeline_Desc,Set the speed of an instance's timeline.,Set the speed of an instance's timeline.,,Drag and Drop™ library action description
GMStdSetTimelineState_Name,Set Timeline State,Set Timeline State,,Drag and Drop™ library action name
GMStdSetTimelineState_Desc,Set the state of an instance's timeline.,Set the state of an instance's timeline.,,Drag and Drop™ library action description
GMStdStartPath_Name,Start Following Path,Start Following Path,,Drag and Drop™ library action name
GMStdStartPath_Desc,Start following a path with an instance.,Start following a path with an instance.,,Drag and Drop™ library action description
GMStdStopPath_Name,Stop Following Path,Stop Following Path,,Drag and Drop™ library action name
GMStdStopPath_Desc,Stop an instance from following a path.,Stop an instance from following a path.,,Drag and Drop™ library action description
GMStdPathPosition_Name,Set Position Along Path,Set Position Along Path,,Drag and Drop™ library action name
GMStdPathPosition_Desc,Set the position of the instance along the path it is following.,Set the position of the instance along the path it is following.,,Drag and Drop™ library action description
GMStdPathSpeed_Name,Set Path Follow Speed,Set Path Follow Speed,,Drag and Drop™ library action name
GMStdPathSpeed_Desc,Set the speed of the instance following a path.,Set the speed of the instance following a path.,,Drag and Drop™ library action description
GMStdDebugShowMessage_Name,Show Debug Message,Show Debug Message,,Drag and Drop™ library action name
GMStdDebugShowMessage_Desc,Display a debug message in the output console.,Display a debug message in the output console.,,Drag and Drop™ library action description
GMStdSetWindowState_Name,Set Window State,Set Window State,,Drag and Drop™ library action name
GMStdSetWindowState_Desc,Set the window state of the game.,Set the window state of the game.,,Drag and Drop™ library action description
GMStdPartTypeDestroy_Name,Destroy Particle Type,Destroy Particle Type,,Drag and Drop™ library action name
GMStdPartTypeDestroy_Desc,Destroy the particle type.,Destroy the particle type.,,Drag and Drop™ library action description
GMStdPartTypeOrientation_Name,Set Particle Orientation,Set Particle Orientation,,Drag and Drop™ library action name
GMStdPartTypeOrientation_Desc,Set the orientation of a particle type.,Set the orientation of a particle type.,,Drag and Drop™ library action description
GMStdPartCreateBurst_Name,Burst Particles,Burst Particles,,Drag and Drop™ library action name
GMStdPartCreateBurst_Desc,Create a burst of particles without an emitter.,Create a burst of particles without an emitter.,,Drag and Drop™ library action description
GMStdPartSystCreate_Name,Create Particle System,Create Particle System,,Drag and Drop™ library action name
GMStdPartSystCreate_Desc,Create a new particle system.,Create a new particle system.,,Drag and Drop™ library action description
GMStdPartSystDestroy_Name,Destroy Particle System,Destroy Particle System,,Drag and Drop™ library action name
GMStdPartSystDestroy_Desc,Destroy the particle system.,Destroy the particle system.,,Drag and Drop™ library action description
GMStdPartSystClear_Name,Clear Particle System,Clear Particle System,,Drag and Drop™ library action name
GMStdPartSystClear_Desc,Clear the particle system.,Clear the particle system.,,Drag and Drop™ library action description
GMStdPauseParticles_Name,Pause Particle System,Pause Particle System,,Drag and Drop™ library action name
GMStdPauseParticles_Desc,Pause or resume the particle system.,Pause or resume the particle system.,,Drag and Drop™ library action description
GMStdRefreshParticles_Name,Update Particle System,Update Particle System,,Drag and Drop™ library action name
GMStdRefreshParticles_Desc,"Update the particle system, advancing it another step.","Update the particle system, advancing it another step.",,Drag and Drop™ library action description
GMStdPartTypeCreate_Name,Create Particle Type,Create Particle Type,,Drag and Drop™ library action name
GMStdPartTypeCreate_Desc,Create a new particle type.,Create a new particle type.,,Drag and Drop™ library action description
GMStdPartTypeColor_Name,Set Particle Colour,Set Particle Colour,,Drag and Drop™ library action name
GMStdPartTypeColor_Desc,Set the colour of a particle type.,Set the colour of a particle type.,,Drag and Drop™ library action description
GMStdPartTypeLife_Name,Set Particle Life,Set Particle Life,,Drag and Drop™ library action name
GMStdPartTypeLife_Desc,Set the life of a particle type.,Set the life of a particle type.,,Drag and Drop™ library action description
GMStdPartTypeGravity_Name,Set Particle Gravity,Set Particle Gravity,,Drag and Drop™ library action name
GMStdPartTypeGravity_Desc,Set the gravity of a particle type.,Set the gravity of a particle type.,,Drag and Drop™ library action description
GMStdPartTypeSecondary_Name,Set Secondary Particles,Set Secondary Particles,,Drag and Drop™ library action name
GMStdPartTypeSecondary_Desc,Add secondary particle emissions to a particle type.,Add secondary particle emissions to a particle type.,,Drag and Drop™ library action description
GMStdPartEmitCreate_Name,Create Particle Emitter,Create Particle Emitter,,Drag and Drop™ library action name
GMStdPartEmitCreate_Desc,Create a new particle emitter.,Create a new particle emitter.,,Drag and Drop™ library action description
GMStdPartEmitDestroy_Name,Destroy Particle Emitter,Destroy Particle Emitter,,Drag and Drop™ library action name
GMStdPartEmitDestroy_Desc,Destroy a particle emitter.,Destroy a particle emitter.,,Drag and Drop™ library action description
GMStdPartEmitterEmit_Name,Emit Particles,Emit Particles,,Drag and Drop™ library action name
GMStdPartEmitterEmit_Desc,Emit particles from a particle system.,Emit particles from a particle system.,,Drag and Drop™ library action description
GMStdEffect_Name,Do Effect,Do Effect,,Drag and Drop™ library action name
GMStdEffect_Desc,Show an effect at the specified position.,Show an effect at the specified position.,,Drag and Drop™ library action description
GMStdScript,Script,Script,,Drag and Drop™ library argument label
GMStdArgument,Argument,Argument,,DnD argument label
GMStdTarget,Target,Target,,Drag and Drop™ library argument label
GMStdObject,Object,Object,,Drag and Drop™ library argument label
GMStdX,X,X,,Drag and Drop™ library argument label
GMStdY,Y,Y,,Drag and Drop™ library argument label
GMStdLayer,Layer,Layer,,Drag and Drop™ library argument label
GMStdAlarm,Alarm,Alarm,,Drag and Drop™ library argument label
GMStdCountdown,Countdown,Countdown,,Drag and Drop™ library argument label
GMStdNot,Not,Not,,Drag and Drop™ library argument label
GMStdExcludeSelf,Exclude Self,Exclude Self,,DnD argument label
GMStdGamepad,Gamepad,Gamepad,,Drag and Drop™ library argument label
GMStdThreshold,Threshold,Threshold,,Drag and Drop™ library argument label
GMStdAxis,Axis,Axis,,Drag and Drop™ library argument label
GMStdTrigger,Trigger,Trigger,,Drag and Drop™ library argument label
GMStdButton,Button,Button,,Drag and Drop™ library argument label
GMStdDeadzone,Deadzone,Deadzone,,Drag and Drop™ library argument label
GMStdAdditiveBlend,Blend,Blend,,DnD™
GMStdDirection,Direction,Direction,,Drag and Drop™ library argument label
GMStdType,Type,Type,,Drag and Drop™ library argument label
GMStdSpeed,Speed,Speed,,Drag and Drop™ library argument label
GMStdMinSpeed,Min Speed,Min Speed,,Drag and Drop™ library argument label
GMStdMaxSpeed,Max Speed,Max Speed,,Drag and Drop™ library argument label
GMStdForce,Force,Force,,Drag and Drop™ library argument label
GMStdX2,X2,X2,,Drag and Drop™ library argument label
GMStdY2,Y2,Y2,,Drag and Drop™ library argument label
GMStdSprite,Sprite,Sprite,,Drag and Drop™ library argument label
GMStdFrameIndex,Frame,Frame,,Drag and Drop™ library argument label
GMStdStackOrder,Stack Order,Stack Order,,Drag and Drop™ library argument label
GMStdNumber,Number,Number,,Drag and Drop™ library argument label
GMStdLeft,Left,Left,,Drag and Drop™ library argument label
GMStdTop,Top,Top,,Drag and Drop™ library argument label
GMStdRight,Right,Right,,Drag and Drop™ library argument label
GMStdBottom,Bottom,Bottom,,Drag and Drop™ library argument label
GMStdFill,Fill,Fill,,Drag and Drop™ library argument label
GMStdBackground,Background,Background,,Drag and Drop™ library argument label
GMStdMinCol,Min Colour,Min Colour,,Drag and Drop™ library argument label
GMStdMaxCol,Max Colour,Max Colour,,Drag and Drop™ library argument label
GMStdFont,Font,Font,,Drag and Drop™ library argument label
GMStdHAlign,HAlign,HAlign,,Drag and Drop™ library argument label
GMStdVAlign,VAlign,VAlign,,Drag and Drop™ library argument label
GMStdLayerName,Layer,Layer,,Drag and Drop™ library argument label
GMStdTileIndex,Tile,Tile,,Drag and Drop™ library argument label
GMStdData,Data,Data,,DnD label
GMStdColumn,Column,Column,,Drag and Drop™ library argument label
GMStdRow,Row,Row,,Drag and Drop™ library argument label
GMStdScore,Score,Score,,Drag and Drop™ library argument label
GMStdLives,Lives,Lives,,Drag and Drop™ library argument label
GMStdHealth,Health,Health,,Drag and Drop™ library argument label
GMStdGlobal,Global,Global,,Drag and Drop™ library argument label
GMStdMin,Minimum,Minimum,,Drag and Drop™ library argument label
GMStdMax,Maximum,Maximum,,Drag and Drop™ library argument label
GMStdTimes,Times,Times,,Drag and Drop™ library argument label
GMStdVariable,Variable,Variable,,Drag and Drop™ library argument label
GMStdTransformation,Transform,Transform,,DnD™ argument label
GMStdIs,Is,Is,,Drag and Drop™ library argument label
GMStdValue,Value,Value,,Drag and Drop™ library argument label
GMStdValue100,Value (0-100),Value (0-100),,DnD™
GMStdConstant,Constant,Constant,,Drag and Drop™ library argument label
GMStdRounding,Rounding,Rounding,,Drag and Drop™ library argument label
GMStdWidth,Width,Width,,Drag and Drop™ library argument label
GMStdHeight,Height,Height,,Drag and Drop™ library argument label
GMStdStructure,Structure,Structure,,Drag and Drop™ library argument label
GMStdList,List,List,,Drag and Drop™ library argument label
GMStdIndex,Index,Index,,Drag and Drop™ library argument label
GMStdGrid,Grid,Grid,,Drag and Drop™ library argument label
GMStdStack,Stack,Stack,,Drag and Drop™ library argument label
GMStdSound,Sound,Sound,,Drag and Drop™ library argument label
GMStdLoop,Loop,Loop,,Drag and Drop™ library argument label
GMStdTimeInSecs,Time In Seconds,Time In Seconds,,Drag and Drop™ library argument label
GMStdPitch,Pitch,Pitch,,Drag and Drop™ library argument label
GMStdVolume,Volume,Volume,,Drag and Drop™ library argument label
GMStdRoom,Room,Room,,Drag and Drop™ library argument label
GMStdFilename,Filename,Filename,,Drag and Drop™ library argument label
GMStdSection,Section,Section,,Drag and Drop™ library argument label
GMStdDefault,Default,Default,,Drag and Drop™ library argument label
GMStdTimeline,Timeline,Timeline,,Drag and Drop™ library argument label
GMStdMoment,Moment,Moment,,Drag and Drop™ library argument label
GMStdState,State,State,,Drag and Drop™ library argument label
GMStdMessage,Message,Message,,Drag and Drop™ library argument label
GMStdMap,Map,Map,,Drag and Drop™ library argument label
GMStdKey,Key,Key,,Drag and Drop™ library argument label
GMStdColorMix,Colour Mix,Colour Mix,,Drag and Drop™ library argument label
GMStdStart,Start,Start,,Drag and Drop™ library argument label
GMStdEnd,End,End,,Drag and Drop™ library argument label
GMStdMinLife,Min Life,Min Life,,Drag and Drop™ library argument label
GMStdMaxLife,Max Life,Max Life,,Drag and Drop™ library argument label
GMStdRenderDepth,Depth,Depth,,Drag and Drop™ library argument label
GMStdShape,Shape,Shape,,Drag and Drop™ library argument label
GMStdMinSize,Min Size,Min Size,,Drag and Drop™ library argument label
GMStdMaxSize,Max Size,Max Size,,Drag and Drop™ library argument label
GMStdIncrease,Increase,Increase,,Drag and Drop™ library argument label
GMStdWiggle,Wiggle,Wiggle,,DnD™ lib argument label
GMStdCount,Count,Count,,Drag and Drop™ library argument label
GMStdSecondaryType,Secondary,Secondary,,DnD™ lib argument label
GMStdEmitter,Emitter,Emitter,,Drag and Drop™ library argument label
GMStdBurst,Burst,Burst,,Drag and Drop™ library argument label
GMStdStream,Stream,Stream,,Drag and Drop™ library argument label
GMStdWhere,Where,Where,,Drag and Drop™ library argument label
GMStdMinDir,Min Dir,Min Dir,,Drag and Drop™ library argument label
GMStdMaxDir,Max Dir,Max Dir,,Drag and Drop™ library argument label
GMStdFriction,Friction,Friction,,Drag and Drop™ library argument label
GMStdPositionNorm,Position (0-1),Position (0-1),,Drag and Drop™ library argument label
GMStdColor,Colour,Colour,,Drag and Drop™ library argument label
GMStdHor,Horizontal,Horizontal,,Drag and Drop™ library argument label
GMStdVer,Vertical,Vertical,,Drag and Drop™ library argument label
GMStdExpr,Expression,Expression,,Drag and Drop™ library argument label
GMStdMargin,Margin,Margin,,Drag and Drop™ library argument label
GMStdOutline,Outline,Outline,,Drag and Drop™ library argument label
GMStdCaption,Caption,Caption,,Drag and Drop™ library argument label
GMStdCamera,Camera,Camera,,DnD label
GMStdVisibility,Visibility,Visibility,,DnD label
GMStdParticleSystem,System,System,,Dnd library argument label
GMStdParticleType,Type,Type,,DnD™ library argument label
GMStdFrame,Frame,Frame,,Drag and Drop™ library argument label
GMStdAngle,Angle,Angle,,Drag and Drop™ library argument label
GMStdMinAngle,Min Angle,Min Angle,,DnD™
GMStdMaxAngle,Max Angle,Max Angle,,DnD™
GMStdDistribution,Distribution,Distribution,,DnD™
GMStdAlpha,Alpha,Alpha,,Drag and Drop™ library argument label
GMStdReturn,Return,Return,,Drag and Drop™ library argument label
GMStdRelativeToDir,Relative To Direction,Relative To Direction,,DnD™
GMStdMacro,Macro,Macro,,Drag and Drop™ library argument label
GMStdDirs,Directions,Directions,,Drag and Drop™ library argument label
GMStdPath,Path,Path,,Drag and Drop™ library argument label
GMStdOnEnd,On End,On End,,Drag and Drop™ library argument label
GMStdMouseButton,Button,Button,,Drag and Drop™ library argument label
GMStdTopLeft,Top Left,Top Left,,Drag and Drop™ library argument label
GMStdTopRight,Top Right,Top Right,,Drag and Drop™ library argument label
GMStdBottomLeft,Bottom Left,Bottom Left,,Drag and Drop™ library argument label
GMStdBottomRight,Bottom Right,Bottom Right,,Drag and Drop™ library argument label
GMStdCenter,Center,Center,,Drag and Drop™ library argument label
GMStdEdge,Edge,Edge,,Drag and Drop™ library argument label
GMStdScaleX,Scale X,Scale X,,Drag and Drop™ library argument label
GMStdScaleY,Scale Y,Scale Y,,Drag and Drop™ library argument label
GMStdRotation,Rotation,Rotation,,Drag and Drop™ library argument label
GMStdName,Name,Name,,Drag and Drop™ library argument label
GMStdVertically,Vertical,Vertical,,Drag and Drop™ library argument label
GMStdHorizontally,Horizontal,Horizontal,,Drag and Drop™ library argument label
GMStdEqual,Equal,Equal,,DnD™
GMStdLess,Less,Less,,DnD™
GMStdGreater,Greater,Greater,,DnD™
GMStdLessorEqual,Less or Equal,Less or Equal,,DnD™
GMStdGreaterorEqual,Greater or Equal,Greater or Equal,,DnD™
GMStdString,String,String,,DnD™
GMStdResume,Resume,Resume,,DnD™
GMStdPaused,Paused,Paused,,DnD™
GMStdPause,Pause,Pause,,DnD™
GMStdToggle,Toggle,Toggle,,DnD™
GMStdWindow,Window,Window,,DnD™
GMStdFullscreen,Fullscreen,Fullscreen,,DnD™
GMStdSnow,Snow,Snow,,DnD™
GMStdRain,Rain,Rain,,DnD™
GMStdCloud,Cloud,Cloud,,DnD™
GMStdFlare,Flare,Flare,,DnD™
GMStdSpark,Spark,Spark,,DnD™
GMStdStar,Star,Star,,DnD™
GMStdSmokeUp,Smoke Up,Smoke Up,,DnD™
GMStdSmoke,Smoke,Smoke,,DnD™
GMStdFirework,Firework,Firework,,DnD™
GMStdEllipse,Ellipse,Ellipse,,DnD™
GMStdRing,Ring,Ring,,DnD™
GMStdExplosion,Explosion,Explosion,,DnD™
GMStdSphere,Sphere,Sphere,,DnD™
GMStdCircle,Circle,Circle,,DnD™
GMStdSquare,Square,Square,,DnD™
GMStdDisk,Disk,Disk,,DnD™
GMStdPixel,Pixel,Pixel,,DnD™
GMStdSmall,Small,Small,,DnD™
GMStdMedium,Medium,Medium,,DnD™
GMStdLarge,Large,Large,,DnD™
GMStdBelowObjects,Below Objects,Below Objects,,DnD™
GMStdAboveObjects,Above Objects,Above Objects,,DnD™
GMStdAlarm0,Alarm 0,Alarm 0,,DnD™
GMStdAlarm1,Alarm 1,Alarm 1,,DnD™
GMStdAlarm2,Alarm 2,Alarm 2,,DnD™
GMStdAlarm3,Alarm 3,Alarm 3,,DnD™
GMStdAlarm4,Alarm 4,Alarm 4,,DnD™
GMStdAlarm5,Alarm 5,Alarm 5,,DnD™
GMStdAlarm6,Alarm 6,Alarm 6,,DnD™
GMStdAlarm7,Alarm 7,Alarm 7,,DnD™
GMStdAlarm8,Alarm 8,Alarm 8,,DnD™
GMStdAlarm9,Alarm 9,Alarm 9,,DnD™
GMStdAlarm10,Alarm 10,Alarm 10,,DnD™
GMStdAlarm11,Alarm 11,Alarm 11,,DnD™
GMStdMiddle,Middle,Middle,,DnD™
GMStdAny,Any,Any,,DnD™
GMStdNone,None,None,,DnD™
GMStdLeftTrigger,Left Trigger,Left Trigger,,DnD™
GMStdRightTrigger,Right Trigger,Right Trigger,,DnD™
GMStdActionTop,Action Top,Action Top,,DnD™
GMStdActionLeft,Action Left,Action Left,,DnD™
GMStdActionBottom,Action Bottom,Action Bottom,,DnD™
GMStdActionRight,Action Right,Action Right,,DnD™
GMStdShoulderLeft,Shoulder Left,Shoulder Left,,DnD™
GMStdShoulderRight,Shoulder Right,Shoulder Right,,DnD™
GMStdDPadUp,D-Pad Up,D-Pad Up,,DnD™
GMStdDPadLeft,D-Pad Left,D-Pad Left,,DnD™
GMStdDPadDown,D-Pad Down,D-Pad Down,,DnD™
GMStdDPadRight,D-Pad Right,D-Pad Right,,DnD™
GMStdLeftStick,Left Stick,Left Stick,,DnD™
GMStdRightStick,Right Stick,Right Stick,,DnD™
GMStdSelect,Select,Select,,DnD™
GMStdGravity,Gravity,Gravity,,DnD™
GMStdSize,Size,Size,,DnD™
GMStdXAndY,X And Y,X And Y,,DnD™
GMStdXOnly,X Only,X Only,,DnD™
GMStdYOnly,Y Only,Y Only,,DnD™
GMStdRectangle,Rectangle,Rectangle,,DnD™
GMStdLine,Line,Line,,DnD™
GMStdLeftStickHor,Left Stick (Horizontal),Left Stick (Horizontal),,DnD™
GMStdLeftStickVer,Left Stick (Vertical),Left Stick (Vertical),,DnD™
GMStdRightStickHor,Right Stick (Horizontal),Right Stick (Horizontal),,DnD™
GMStdRightStickVer,Right Stick (Vertical),Right Stick (Vertical),,DnD™
GMStdDecimal,Decimal,Decimal,,DnD™
GMStdInteger,Integer,Integer,,DnD™
GMStdRound,Round,Round,,DnD™
GMStdCeil,Ceil,Ceil,,DnD™
GMStdFloor,Floor,Floor,,DnD™
GMStdStop,Stop,Stop,,DnD™
GMStdLinear,Linear,Linear,,DnD™
GMStdGaussian,Gaussian,Gaussian,,DnD™
GMStdInverseGaussian,Inverse Gaussian,Inverse Gaussian,,DnD™
GMStdRestart,Restart,Restart,,DnD™
GMStdReverse,Reverse,Reverse,,DnD™
GMStdDiamond,Diamond,Diamond,,DnD™
GMStdMixed,Mixed,Mixed,,DnD™
GMStdChanging,Changing,Changing,,DnD™
GMStdFileMode,Mode,Mode,,DnD™
GMStdFileMode_Read,Read,Read,,DnD™
GMStdFileMode_Write,Write,Write,,DnD™
GMStdFileType,Type,Type,,DnD™
GMStdFileType_Bin,Binary,Binary,,DnD™
GMStdFileType_Text,Text,Text,,DnD™
GMStdCopyTo,Copy To,Copy To,,DnD™
GMStdNewFilename,New Name,New Name,,DnD™
GMStdFile,File,File,,DnD™
GMStdBuffer,Buffer,Buffer,,DnD™
GMStdSeek,Seek,Seek,,DnD™
GMStdRelative,Relative,Relative,,DnD argument label
GMStdOffset,Offset,Offset,,DnD™
GMStdVar_mirror,Mirror,Mirror,,Mirror DnD™
GMStdVar_flip,Flip,Flip,,Flip DnD™
GMStdVar_bboxleft,Bounding Box Left,Bounding Box Left,,DnD label
GMStdVar_bboxtop,Bounding Box Top,Bounding Box Top,,DnD label
GMStdVar_bboxright,Bounding Box Right,Bounding Box Right,,DnD label
GMStdVar_bboxbottom,Bounding Box Bottom,Bounding Box Bottom,,DnD label
GMStdVar_xoffset,Sprite Origin X,Sprite Origin X,,DnD label
GMStdVar_yoffset,Sprite Origin Y,Sprite Origin Y,,DnD label
GMStdVar_rotate,Rotate,Rotate,,Rotate DnD™
GMStdVar_xstart,Initial X Coordinate,Initial X Coordinate,,DnD™
GMStdVar_ystart,Initial Y Coordinate,Initial Y Coordinate,,DnD™
GMStdVar_xprevious,Previous X Coordinate,Previous X Coordinate,,DnD™
GMStdVar_yprevious,Previous Y Coordinate,Previous Y Coordinate,,DnD™
GMStdVar_x,X Coordinate,X Coordinate,,DnD™
GMStdVar_y,Y Coordinate,Y Coordinate,,DnD™
GMStdVar_width,Width,Width,,DnD™
GMStdVar_height,Height,Height,,DnD™
GMStdVar_rows,Rows,Rows,,DnD™
GMStdVar_columns,Columns,Columns,,DnD™
GMStdVar_tilewidth,Tile Width,Tile Width,,DnD™
GMStdVar_tileheight,Tile Height,Tile Height,,DnD™
GMStdVar_tileset,Tile Set Resource,Tile Set Resource,,DnD™
GMStdVar_frame,Current Frame,Current Frame,,DnD™
GMStdVar_tilemask,Mask,Mask,,DnD™
GMStdVar_tileglobalmask,Global Mask,Global Mask,,DnD™
GMStdVar_hspeed,Horizontal Speed,Horizontal Speed,,DnD™
GMStdVar_vspeed,Vertical Speed,Vertical Speed,,DnD™
GMStdVar_direction,Direction,Direction,,DnD™
GMStdVar_speed,Speed,Speed,,DnD™
GMStdVar_friction,Friction,Friction,,DnD™
GMStdVar_gravity,Gravity,Gravity,,DnD™
GMStdVar_gravity_direction,Gravity Direction,Gravity Direction,,DnD™
GMStdVar_visible,Visible,Visible,,DnD™
GMStdVar_sprite_index,Sprite,Sprite,,DnD™
GMStdVar_image_index,Image Index,Image Index,,DnD™
GMStdVar_layer,Layer,Layer,,DnD™
GMStdVar_persistent,Persistent,Persistent,,DnD™
GMStdVar_mask_index,Mask,Mask,,DnD™
GMStdVar_score,Score,Score,,DnD™
GMStdVar_lives,Lives,Lives,,DnD™
GMStdVar_health,Health,Health,,DnD™
GMStdVar_depth,Depth,Depth,,DnD™
GMStdVar_image_xscale,Horizontal Scale,Horizontal Scale,,DnD™
GMStdVar_image_yscale,Vertical Scale,Vertical Scale,,DnD™
GMStdVar_image_angle,Image Rotation,Image Rotation,,DnD™
GMStdVar_image_alpha,Image Alpha,Image Alpha,,DnD™
GMStdVar_image_blend,Image Blend Colour,Image Blend Colour,,DnD™
GMStdVar_xport,Viewport X Coordinate,Viewport X Coordinate,,DnD label
GMStdVar_yport,Viewport Y Coordinate,Viewport Y Coordinate,,DnD label
GMStdVar_wport,Viewport Width,Viewport Width,,DnD label
GMStdVar_hport,Viewport Height,Viewport Height,,DnD label
GMStdVar_surfaceid,Viewport Surface ID,Viewport Surface ID,,DnD label
GMStdCatBuffers,Buffers,Buffers,,DnD™
GMStdEvent,Event,Event,,DnD™
GMStdPerStep,Per Step,Per Step,,DnD™
GMStdOnDeath,On Death,On Death,,DnD™
GMStdCallUserEvent_Name,Call User Event,Call User Event,,DnD™ action name
GMStdCallUserEvent_Desc,Call a user event on an instance.,Call a user event on an instance.,,DnD™ action description
GMStdInstExists_Name,If Instance Exists,If Instance Exists,,DnD™ action name
GMStdInstExists_Desc,Checks if an instance exists.,Checks if an instance exists.,,DnD™ action description
GMStdIfFileExists_Name,If File Exists,If File Exists,,DnD™ action name
GMStdIfFileExists_Desc,Checks if a file exists.,Checks if a file exists.,,DnD™ action description
GMStdFileCopy_Name,Copy File,Copy File,,DnD™ action name
GMStdFileCopy_Desc,Copy a file to a new location.,Copy a file to a new location.,,DnD™ action description
GMStdFileDelete_Name,Delete File,Delete File,,DnD™ action name
GMStdFileDelete_Desc,Delete a file.,Delete a file.,,DnD™ action description
GMStdFileRename_Name,Rename File,Rename File,,DnD™ action name
GMStdFileRename_Desc,Rename a file.,Rename a file.,,DnD™ action description
GMStdBufferCreate_Name,Create Buffer,Create Buffer,,DnD™ action name
GMStdBufferCreate_Desc,Create a buffer.,Create a buffer.,,DnD™ action description
GMStdBufferCopy_Name,Copy Buffer,Copy Buffer,,DnD™ action name
GMStdBufferCopy_Desc,Copy a buffer.,Copy a buffer.,,DnD™ action description
GMStdBufferDelete_Name,Delete Buffer,Delete Buffer,,DnD™ action name
GMStdBufferDelete_Desc,Delete a buffer.,Delete a buffer.,,DnD™ action description
GMStdBufferGetSize_Name,Get Buffer Size,Get Buffer Size,,DnD™ action name
GMStdBufferGetSize_Desc,Get the size of a buffer.,Get the size of a buffer.,,DnD™ action description
GMStdBufferSeek_Name,Seek Buffer,Seek Buffer,,DnD™ action name
GMStdBufferSeek_Desc,Seek to a position in a buffer.,Seek to a position in a buffer.,,DnD™ action description
GMStdBufferGetPosition_Name,Get Buffer Position,Get Buffer Position,,DnD™ action name
GMStdBufferGetPosition_Desc,Get current position in a buffer.,Get current position in a buffer.,,DnD™ action description
GMStdBufferLoad_Name,Load Buffer,Load Buffer,,DnD™ action name
GMStdBufferLoad_Desc,Load a file into a buffer.,Load a file into a buffer.,,DnD™ action description
GMStdBufferSave_Name,Save Buffer,Save Buffer,,DnD™ action name
GMStdBufferSave_Desc,Save a buffer to a file.,Save a buffer to a file.,,DnD™ action description
GMStdBufferRead_Name,Read Buffer,Read Buffer,,DnD™ action name
GMStdBufferRead_Desc,Read from a buffer.,Read from a buffer.,,DnD™ action description
GMStdBufferWrite_Name,Write Buffer,Write Buffer,,DnD™ action name
GMStdBufferWrite_Desc,Write to a buffer.,Write to a buffer.,,DnD™ action description
GMStdPartTypeSize_Name,Set Particle Size,Set Particle Size,,DnD™ action name
GMStdPartTypeSize_Desc,Set the size of a particle type.,Set the size of a particle type.,,DnD™ action description
GMStdPartTypeShape_Name,Set Particle Shape,Set Particle Shape,,DnD™ action name
GMStdPartTypeShape_Desc,Set the shape of a particle type.,Set the shape of a particle type.,,DnD™ action description
GMStdPartTypeAlpha_Name,Set Particle Alpha,Set Particle Alpha,,DnD™ action name
GMStdPartTypeAlpha_Desc,Set the alpha channel of a particle type.,Set the alpha channel of a particle type.,,DnD™ action description
GMStdPartTypeSprite_Name,Set Particle Sprite,Set Particle Sprite,,DnD™ action name
GMStdPartTypeSprite_Desc,Set the sprite of a particle type.,Set the sprite of a particle type.,,DnD™ action description
GMStdPartTypeSpeed_Name,Set Particle Speed,Set Particle Speed,,DnD™ action name
GMStdPartTypeSpeed_Desc,Set the speed of a particle type.,Set the speed of a particle type.,,DnD™ action description
GMStdPartTypeDirection_Name,Set Particle Direction,Set Particle Direction,,DnD™ action name
GMStdPartTypeDirection_Desc,Set the direction of a particle type.,Set the direction of a particle type.,,DnD™ action description
GMStdPartEmitRegion_Name,Set Emitter Region,Set Emitter Region,,DnD™ action name
GMStdPartEmitRegion_Desc,Set the region of an emitter.,Set the region of an emitter.,,DnD™ action description
GMStdBufferEOS_Name,If End Of Buffer,If End Of Buffer,,DnD™ action name
GMStdBufferEOS_Desc,Checks if the end of a buffer has been reached.,Checks if the end of a buffer has been reached.,,DnD™ action description
GMStdBufferExists_Name,If Buffer Exists,If Buffer Exists,,DnD™ action name
GMStdBufferExists_Desc,Checks if a buffer exists.,Checks if a buffer exists.,,DnD™ action description
GMStdDefault_Name,Default,Default,,DnD™ action name
GMStdDefault_Desc,A default switch case for when no other case is matched.,A default switch case for when no other case is matched.,,DnD™ action description
GMStdLoop_Name,Loop,Loop,,DnD™ action name
GMStdLoop_Desc,A generic loop that continues until a Break action is hit.,A generic loop that continues until a Break action is hit.,,DnD™ action description
GMStdGetInstanceVar_Name,Get Instance Variable,Get Instance Variable,,DnD™ action name
GMStdGetInstanceVar_Desc,Get the value of an instance variable.,Get the value of an instance variable.,,DnD™ action description
GMStdSetInstanceVar_Name,Set Instance Variable,Set Instance Variable,,DnD™ action name
GMStdSetInstanceVar_Desc,Set the value of an instance variable.,Set the value of an instance variable.,,DnD™ action description
GMStdPathGetSpeed_Name,Get Path Follow Speed,Get Path Follow Speed,,DnD™ action name
GMStdPathGetSpeed_Desc,Get the speed of the instance following a path.,Get the speed of the instance following a path.,,DnD™ action description
GMStdPathGetPosition_Name,Get Position Along Path,Get Position Along Path,,DnD™ action name
GMStdPathGetPosition_Desc,Get the position of the instance along the path it is following.,Get the position of the instance along the path it is following.,,DnD™ action description
DnDManager_UnknownAction,Unknown Action,Unknown Action,,DnD™ Manager action name returned for action that doesnt exist
DnDEditor_EmptyChain,Empty,Empty,,DnD empty chain notice
SplineEditor_InvalidConvex,Shape is not convex!,모양이 볼록하지 않습니다!,,Spline editor non convex shape
Validation_Error,Validation Error,검증 오류,,title used for validation error windows
ProgressBar_Load,Loading...,적재 중...,,the progress bar caption while loading
ProgressBar_Extract,Extracting...,푸는 중...,,the progress bar caption while extracting
